sample_cd,country_cd,province_cd,district_cd,district_nm,municipality_PT_nm,locality_nm,location_nm,sampling_site_cd,latitude,longitude,altitude,sampling_date_b,sampling_date_e,method_cd,collector_nm,species_cd,species_nm_full,mm,ff,ID_doubtful?,coll_position_cd,identified_by,identified_date,collection cd,preservation_method_cd,remarks_spm
PT/2014/194/AG,PT,Beira Baixa,PT-05,Castelo Branco,Castelo Branco,Monforte da Beira,-,-,"39°42'33.5""","7°18'59.3""",233,,2014-04-11T22:00:00Z,SW,Ana Rita Gonçalves,DOLIANDA,"Dolichopus andalusiacus Strobl, 1899",0,1,false,RC/PAL/29/2823,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/219/RA,PT,Beira Baixa,PT-05,Castelo Branco,Castelo Branco,Monforte da Beira,-,-,"39°42'33.5""","7°18'59.3""",233,,2014-04-12T22:00:00Z,SW,Rui Andrade,DOLIANDA,"Dolichopus andalusiacus Strobl, 1899",0,1,false,RC/PAL/29/2823,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2015/284/RA&AG,PT,Baixo Alentejo,PT-02,Beja,Barrancos,Barrancos,Noudar,-,"38°09'46.8""","7°03'08.7""",164,2015-04-03T22:00:00Z,2015-04-03T22:00:00Z,YPT,Rui Andrade & Ana Gonçalves,DOLIANDA,"Dolichopus andalusiacus Strobl, 1899",0,1,false,RC/PAL/29/2823,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/316/RA,PT,Minho,PT-03,Braga,Esposende,Rio Tinto,Marachão,-,"41°30'16.9""","8°43'10.6""",23,,2014-07-02T22:00:00Z,SW,Rui Andrade,DOLIANDA,"Dolichopus andalusiacus Strobl, 1899",2,0,false,RC/PAL/29/2823,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/353/RA,PT,Douro Litoral,PT-13,Porto,Vila do Conde,Mindelo,Paisagem Protegida Regional do Litoral de Vila do Conde e Reserva Ornitológica de Mindelo,-,"41°19'27.0""","8°43'59.7""",15,,2016-04-05T22:00:00Z,SW,Rui Andrade,DOLIANDA,"Dolichopus andalusiacus Strobl, 1899",0,1,false,RC/PAL/29/2823,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/375/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,,2016-07-17T22:00:00Z,SW,Rui Andrade,DOLIANDA,"Dolichopus andalusiacus Strobl, 1899",1,0,false,RC/PAL/31/3019,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/394/RA,PT,Trás-os-Montes e Alto Douro,PT-17,Vila Real,Montalegre,Contim,-,-,"41°47'51.1""","7°52'33.2""",905,,2016-09-22T22:00:00Z,SW,Rui Andrade,DOLIARBU,"Dolichopus arbustorum Stannius, 1831",1,0,false,RC/PAL/31/3059,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/019/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Vinhais,Penhas Juntas,-,-,"41°44'28.4""","7°00'38.6""",750,2011-04-26T22:00:00Z,2011-04-26T22:00:00Z,SW,Rui Andrade,DOLIATRA,"Dolichopus atratus Meigen, 1824",0,1,false,,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2013/034/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,,2013-05-22T22:00:00Z,SW,Rui Andrade,DOLIATRA,"Dolichopus atratus Meigen, 1824",1,2,false,RC/PAL/31/3008,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/262/AG,PT,Beira Alta,PT-09,Guarda,Gouveia,Melo,-,-,"40°30'21.70""","7°32'17.82""",735,,2014-07-27T22:00:00Z,SW,Ana Rita Gonçalves,DOLIATRI,"Dolichopus atripes Meigen, 1824",1,1,false,RC/PAL/30/2962,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
,,,,,,,,,,,,,,,,,,,,,,,,,,
PT/2011/036/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,2011-09-13T22:00:00Z,2011-09-13T22:00:00Z,SW,Rui Andrade,DOLIDIAD,"Dolichopus diadema Haliday, 1832",0,1,false,RC/PAL/19/1880,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/093/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Canidelo,Reserva Natural Local do Estuário do Douro (Cabedelo),local 1,"41°08'13.3""","8°39'53.4""",7.5,2011-07-12T22:00:00Z,2011-07-12T22:00:00Z,SW,Rui Andrade,DOLIDIAD,"Dolichopus diadema Haliday, 1832",0,1,false,RC/PAL/19/1880,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2012/012/RA,PT,Estremadura,PT-10,Leiria,Óbidos,Vau,Lagoa de Óbidos,-,39°23′30.9″,9°12′03.6″,9,,2012-09-19T22:00:00Z,SW,Rui Andrade,DOLIDIAD,"Dolichopus diadema Haliday, 1832",1,3,false,RC/PAL/30/2996,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,nice male specimen
PT/2011/229/RA,PT,Estremadura,PT-10,Leiria,Caldas da Rainha,Tornada,Paul de Tornada,-,"39°26'52.8""","9°08'04.0""",10,2010-07-26T22:00:00Z,2010-07-27T22:00:00Z,YPT,Pedro Andrade,DOLIFEST,"Dolichopus festivus Haliday, 1832",1,1,false,,Marc Pollet,2012-01-28T23:00:00Z,MAPC,W,
PT/2011/226/RA,PT,Estremadura,PT-10,Leiria,Caldas da Rainha,Tornada,Paul de Tornada,-,"39°26'52.8""","9°08'04.0""",10,2010-07-25T22:00:00Z,2010-07-26T22:00:00Z,YPT,Pedro Andrade,DOLIFEST,"Dolichopus festivus Haliday, 1832",0,1,false,,Marc Pollet,2012-02-07T23:00:00Z,MAPC,W,
PT/2013/011/AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Arzila,Paúl de Arzila,-,40°10′45.0″,8°33′18.7″,8,,2013-07-23T22:00:00Z,SW,Ana Rita Gonçalves,DOLIFEST,"Dolichopus festivus Haliday, 1832",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/022/AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Arzila,Paúl de Arzila,-,40°10′45.0″,8°33′18.7″,8,,2013-07-09T22:00:00Z,SW,Ana Rita Gonçalves,DOLIFEST,"Dolichopus festivus Haliday, 1832",1,1,false,RC/PAL/30/2931,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/203/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Bragança,Espinhosela,Cova da Lua,-,"41°53'08.2""","6°49'37.4""",792,,2014-09-08T22:00:00Z,SW,Rui Andrade,DOLIFEST,"Dolichopus festivus Haliday, 1832",1,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2009/002/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Eufórbias,"41°05'57.9""","8°33'35.0""",60,2009-09-05T22:00:00Z,2009-09-05T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2011-10-07T22:00:00Z,MAPC,W,
PT/2011/086/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Chasco,"41°05'57.9""","8°33'35.0""",60,2011-06-30T22:00:00Z,2011-06-30T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,2,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/010/RA,PT,Algarve,PT-08,Faro,Vila do Bispo,Vila do Bispo,-,-,"37°07'42.1""","8°53'07.0""",125,2011-04-15T22:00:00Z,2011-04-15T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2011/043/RA,PT,Beira Litoral,PT-06,Coimbra,Lousã,Lousã,-,-,"40°04'28.6""","8°12'41.9""",700,2011-07-18T22:00:00Z,2011-07-18T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/239/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2010-06-29T22:00:00Z,2010-06-29T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2012-01-28T23:00:00Z,MAPC,W,
PT/2011/030/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,2011-05-09T22:00:00Z,2011-05-09T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,2,false,,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2011/044/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-07-29T22:00:00Z,2011-07-29T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",6,4,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/231/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2010-07-27T22:00:00Z,2010-07-27T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2012-01-28T23:00:00Z,MAPC,W,
PT/2011/057/RA,PT,Beira Litoral,PT-06,Coimbra,Lousã,Lousã (Cerdeira),-,-,"40°05'37.6""","8°11'42.4""",700,2011-07-19T22:00:00Z,2011-07-19T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",2,1,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/055/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-09-30T22:00:00Z,2011-09-30T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/051/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Chasco,"41°05'57.9""","8°33'35.0""",60,2011-06-30T22:00:00Z,2011-06-30T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/003/VJ,PT,Algarve,PT-08,Faro,Castro Marim,Azinhal,Corte do Gago (Game reserve),-,"37°17'25.0""","7°32'52.8""",150,2011-04-02T22:00:00Z,2011-04-02T22:00:00Z,OBS,Valter Jacinto,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,0,false,,Igor Grichanov,2011-04-14T22:00:00Z,MAPC,W,"clear picture, highly probable, but ID unreliable"
PT/2011/069/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,2011-10-20T22:00:00Z,2011-10-20T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,2,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/017/RA,PT,Baixo Alentejo,PT-02,Beja,Ourique,Santa Luzia,-,-,"37°43'50.3""","8°25'27.2""",200,2011-04-16T22:00:00Z,2011-04-16T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,0,false,,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2011/075/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),-,"41°05'57.9""","8°33'35.0""",60,2011-06-19T22:00:00Z,2011-06-19T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,2,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2014/016/MP&ADB,PT,Beira Alta,PT-09,Guarda,Manteigas,ca. 4km SSW of Manteigas,Serra da Estrela (Glacial Valley of the Zêzere),-,"40°22'09.48""","7°33'05.52""",1109,,2014-05-16T22:00:00Z,SW,Marc Pollet & Anja De Braekeleer,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/236/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Arcozelo,Parque de Dunas da Aguda,linha 1,"41°03'10.3""","8°39'17.2""",10,2009-10-11T22:00:00Z,2009-10-11T22:00:00Z,YPT,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2012-01-28T23:00:00Z,MAPC,W,
PT/2014/016/MP&ADB,PT,Beira Alta,PT-09,Guarda,Manteigas,ca. 4km SSW of Manteigas,Serra da Estrela (Glacial Valley of the Zêzere),-,"40°22'09.48""","7°33'05.52""",1109,,2014-05-16T22:00:00Z,SW,Marc Pollet & Anja De Braekeleer,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",2,4,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/068/RA,PT,Douro Litoral,PT-13,Porto,Vila do Conde,Mindelo,Paisagem Protegida Regional do Litoral de Vila do Conde e Reserva Ornitológica de Mindelo,-,"41°19'27.0""","8°43'59.7""",15,2011-10-18T22:00:00Z,2011-10-18T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,2,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/028/RA,PT,Baixo Alentejo,PT-02,Beja,Ourique,Panóias,-,-,"37°47'17.8""","8°19'34.0""",115,2011-04-16T22:00:00Z,2011-04-16T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2014/018/MP&ADB,PT,Beira Alta,PT-09,Guarda,Manteigas,Serra da Estrela,Glacial Valley of the Zêzere,-,"40°22'09.48""","7°33'05.52""",1109,,2014-05-16T22:00:00Z,SW,Marc Pollet & Anja De Braekeleer,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/047/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Chasco,"41°05'57.9""","8°33'35.0""",60,2011-06-19T22:00:00Z,2011-06-19T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",2,1,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/024/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-05-11T22:00:00Z,2011-05-11T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,1,false,,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2011/013/VJ,PT,Algarve,PT-08,Faro,Castro Marim,Azinhal,Corte do Gago (Game reserve),-,"37°17'25.0""","7°32'52.8""",150,2011-05-09T22:00:00Z,2011-05-09T22:00:00Z,HC,Valter Jacinto,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,1,false,,Marc Pollet,2011-05-15T22:00:00Z,MAPC,W,
PT/2014/006/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-15T22:00:00Z,SW,Marc Pollet,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",3,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/001/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),-,"41°05'57.9""","8°33'35.0""",60,2011-05-22T22:00:00Z,2011-05-22T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,3,false,,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2011/005/JA,PT,Beira Alta,PT-18,Viseu,Viseu,Silgueiros,Póvoa Dão,-,"40°32'53.56""","7°56'38.40""",481,2011-04-24T22:00:00Z,2011-04-24T22:00:00Z,SW,Jorge Mota Almeida,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,1,false,,Marc Pollet,2011-10-08T22:00:00Z,MAPC,W,
PT/2011/048/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-09-25T22:00:00Z,2011-09-25T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",2,1,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2014/021/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Benfeita,Caminho do Xisto da Benfeita,-,"40°13'05.06""","7°56'41.99""",448,,2014-05-17T22:00:00Z,SW,Marc Pollet,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",7,9,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/074/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-07-09T22:00:00Z,2011-07-09T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",4,1,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/063/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),-,"41°05'57.9""","8°33'35.0""",60,2011-06-30T22:00:00Z,2011-06-30T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,2,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/022/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Salreu,Ria de Aveiro,-,"40°43'57.6"" ","8°34'39.5""",4,2011-05-09T22:00:00Z,2011-05-09T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",2,1,false,,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2010/028/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Urtigas,"41°05'57.9""","8°33'35.0""",60,2010-09-26T22:00:00Z,2010-09-26T22:00:00Z,YPT,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,0,false,,Marc Pollet,2011-12-04T23:00:00Z,MAPC,W,
PT/2009/010/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Aves aq.,"41°05'57.9""","8°33'35.0""",60,2009-09-23T22:00:00Z,2009-09-23T22:00:00Z,YPT,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2011-10-07T22:00:00Z,MAPC,W,
PT/2011/038/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-08-26T22:00:00Z,2011-08-26T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,3,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2014/022/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Benfeita,Caminho do Xisto da Benfeita,-,"40°12'54.0""","7°56'47.8""",524,,2014-05-17T22:00:00Z,SW,Marc Pollet,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,3,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/040/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-18T22:00:00Z,SW,Marc Pollet,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2010/022/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Eufórbias,"41°05'57.9""","8°33'35.0""",60,2010-09-26T22:00:00Z,2010-09-26T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,0,false,,Marc Pollet,2011-12-04T23:00:00Z,MAPC,W,
PT/2009/160/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Chasco,"41°05'57.9""","8°33'35.0""",60,2009-06-11T22:00:00Z,2009-06-11T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,2,false,,Marc Pollet,2012-01-10T23:00:00Z,MAPC,W,
PT/2010/023/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,2010-09-18T22:00:00Z,2010-09-18T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,0,false,,Marc Pollet,2011-12-04T23:00:00Z,MAPC,W,
PT/2010/026/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,2010-08-11T22:00:00Z,2010-08-11T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2011-12-04T23:00:00Z,MAPC,W,
PT/2009/019/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Aves aq.,"41°05'57.9""","8°33'35.0""",60,2009-10-14T22:00:00Z,2009-10-14T22:00:00Z,YPT,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,1,false,,Marc Pollet,2011-10-07T22:00:00Z,MAPC,W,
PT/2011/040/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-07-14T22:00:00Z,2011-07-14T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",4,1,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2009/020/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Chasco,"41°05'57.9""","8°33'35.0""",60,2009-09-23T22:00:00Z,2009-09-23T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,1,false,,Marc Pollet,2011-10-07T22:00:00Z,MAPC,W,
PT/2011/102/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Chasco,"41°05'57.9""","8°33'35.0""",60,2011-06-19T22:00:00Z,2011-06-19T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,0,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2010/036/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Chasco,"41°05'57.9""","8°33'35.0""",60,2010-09-26T22:00:00Z,2010-09-26T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2011-12-04T23:00:00Z,MAPC,W,
PT/2009/021/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Chasco,"41°05'57.9""","8°33'35.0""",60,2009-09-05T22:00:00Z,2009-09-05T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,3,false,,Marc Pollet,2011-10-07T22:00:00Z,MAPC,W,
PT/2010/060/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro,Parque Municipal da Lavandeira,local 2,"41°07'18.4"" ","8°35'40.9""",100,2010-09-28T22:00:00Z,2010-09-28T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2011-12-04T23:00:00Z,MAPC,W,
PT/2009/007/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Chasco,"41°05'57.9""","8°33'35.0""",60,2009-09-23T22:00:00Z,2009-09-23T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,2,false,,Marc Pollet,2011-10-07T22:00:00Z,MAPC,W,
PT/2011/035/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-08-03T22:00:00Z,2011-08-03T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,0,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/033/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-10-13T22:00:00Z,2011-10-13T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W, 
PT/2011/032/RA,PT,Minho,PT-03,Braga,Esposende,Apúlia,Parque Natural do Litoral Norte,-,"41°28'16.4""","8°46'27.2""",2,2011-09-07T22:00:00Z,2011-09-07T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,0,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2014/025/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Benfeita,Caminho do Xisto da Benfeita (E of Fraga da Pena),-,"40°12'52.44""","7°55'49.53""",580,,2014-05-17T22:00:00Z,SW,Marc Pollet,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",1,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/126/RA,PT,Douro Litoral,PT-13,Porto,Vila do Conde,Mindelo,Paisagem Protegida Regional do Litoral de Vila do Conde e Reserva Ornitológica de Mindelo,-,"41°19'27.0""","8°43'59.7""",15,2011-10-28T22:00:00Z,2011-10-28T22:00:00Z,SW,Rui Andrade,DOLIGRIS,"Dolichopus griseipennis Stannius, 1831",0,1,false,,Marc Pollet,2011-12-14T23:00:00Z,MAPC,W,
