id	coverScale	project	coverTotalInPercentage	coverTreesInPercentage	coverShrubsInPercentage	coverHerbsInPercentage	coverMossesInPercentage	treeLayerHeightInMeters	shrubLayerHeightInMeters	herbLayerHeightInCentimeters	mossesIdentified
IV2013110411085141	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110411240344	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110411413780	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110411524063	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110413185010	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110413320895	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110413421914	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110413581021	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110414190807	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110414311566	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110414500368	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110414562414	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110415181787	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110415314881	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110415434598	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110415511874	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110416032153	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110416174258	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110416251861	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110416364163	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110509005412	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110509171328	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110509313844	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110509384261	percentage Pct-1-100	NICHE Vlaanderen		80		90					yes
IV2013110509565597	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110513533414	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110514151895	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110514555765	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110515050834	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013110515155959	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110515263734	percentage Pct-1-100	NICHE Vlaanderen		80		100					yes
IV2013110515414320	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110515553649	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110516192107	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110516342732	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110709053488	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110709233273	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110709321178	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110709392032	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110709511760	percentage Pct-1-100	NICHE Vlaanderen		40	50	60					yes
IV2013110710004791	percentage Pct-1-100	NICHE Vlaanderen				80					yes
IV2013110710124942	percentage Pct-1-100	NICHE Vlaanderen				60					yes
IV2013110710255718	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110710505011	percentage Pct-1-100	NICHE Vlaanderen		35	80	20					yes
IV2013110711065784	percentage Pct-1-100	NICHE Vlaanderen		70	30	80					yes
IV2013110711164969	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013110711311043	percentage Pct-1-100	NICHE Vlaanderen				80					yes
IV2013110711420287	percentage Pct-1-100	NICHE Vlaanderen		30	70	80					yes
IV2013110711560527	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111209143961	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111209405067	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111209521442	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111210105135	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111210293625	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111210550714	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111211260412	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111211372786	percentage Pct-1-100	NICHE Vlaanderen				80					yes
IV2013111211491881	percentage Pct-1-100	NICHE Vlaanderen				70					yes
IV2013111212012352	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111213541376	percentage Pct-1-100	NICHE Vlaanderen		70	2	100					yes
IV2013111214085586	percentage Pct-1-100	NICHE Vlaanderen		80	3	80					yes
IV2013111214242804	percentage Pct-1-100	NICHE Vlaanderen		70	3	100					yes
IV2013111214581114	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111215221189	percentage Pct-1-100	NICHE Vlaanderen			90	90					yes
IV2013111215415832	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111215585552	percentage Pct-1-100	NICHE Vlaanderen		50		90					yes
IV2013111216175492	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111216330316	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111216445731	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111409215471	percentage Pct-1-100	NICHE Vlaanderen		90	1	20					yes
IV2013111409362211	percentage Pct-1-100	NICHE Vlaanderen				90					yes
IV2013111409442725	percentage Pct-1-100	NICHE Vlaanderen				80					yes
IV2013111409572925	percentage Pct-1-100	NICHE Vlaanderen				90					yes
IV2013111410070501	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111410140672	percentage Pct-1-100	NICHE Vlaanderen				80					yes
IV2013111410204722	percentage Pct-1-100	NICHE Vlaanderen				90					yes
IV2013111410293453	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111410431010	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111410523117	percentage Pct-1-100	NICHE Vlaanderen				100	70			70	yes
IV2013111411054157	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111411133861	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111411265680	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111411424325	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111411542748	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111412052649	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2013111809311668	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111809370522	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111809461886	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111809534151	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111811552943	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111812012985	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111813082811	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111813401820	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111814185722	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111814250738	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111814325092	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111814410435	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111814482649	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111815071161	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111815202604	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111815302647	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111815485916	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111816023823	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111816160978	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111816234657	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111816321385	percentage Pct-1-100	NICHE Vlaanderen								40	yes
IV2013111816375914	percentage Pct-1-100	NICHE Vlaanderen								40	yes
IV2013111816475805	percentage Pct-1-100	NICHE Vlaanderen								40	yes
IV2013111909171692	percentage Pct-1-100	NICHE Vlaanderen	100				70			70	yes
IV2013111909275391	percentage Pct-1-100	NICHE Vlaanderen	100				80			140	yes
IV2013111909505989	percentage Pct-1-100	NICHE Vlaanderen	100							55	yes
IV2013111910134044	percentage Pct-1-100	NICHE Vlaanderen	100							80	yes
IV2013111910243512	percentage Pct-1-100	NICHE Vlaanderen	100							40	yes
IV2013111910322598	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111910405449	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111910470810	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111910522244	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111910581728	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111911053180	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111911105752	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111911195608	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111911305917	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111911394711	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111911490905	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111914132103	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111914264545	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111914523510	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111914584953	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111915115150	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111915232466	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111915304712	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111915445454	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111915514558	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111915573159	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111916051871	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111916113187	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111916233870	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111916351386	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111916402464	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013111916472740	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112109262006	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112109383561	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112110000564	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112110085685	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112110141830	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112110245609	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112110364621	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112110505047	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112110591529	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112111192319	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112111373424	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112111460680	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112111520172	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112111592047	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112112073992	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112112120645	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112112184973	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112510080019	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112510182049	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112510235741	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112510310640	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112510391338	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112510455163	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112510530731	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112511000990	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112511230756	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112511301131	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112511413346	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112511543995	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112513064731	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112513490178	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112513553777	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112514020611	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112514302386	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112514355132	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112515023124	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112515112079	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112515261360	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112515474481	percentage Pct-1-100	NICHE Vlaanderen				90	30				yes
IV2013112516032447	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112516140734	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112516200056	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112516253851	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112516322155	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112516390103	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112516464447	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112609022839	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112609094996	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2013112609205310	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2014022009553058	percentage Pct-1-100	NICHE Vlaanderen				100					yes
IV2014052710050861	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2014052710133268	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2014052710215606	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2014052710272351	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2014052710352484	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2014052710492684	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2014052710572209	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2014052711344097	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2014052711440441	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2014052711532240	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2014052712022924	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2014052713365997	percentage Pct-1-100	NICHE Vlaanderen									yes
IV2014052713551400	percentage Pct-1-100	NICHE Vlaanderen	100			100					yes
IV2014052714094752	percentage Pct-1-100	NICHE Vlaanderen	100			100					yes
IV2014052714415184	percentage Pct-1-100	NICHE Vlaanderen	100			100					yes
IV2014052715061225	percentage Pct-1-100	NICHE Vlaanderen	100			100					yes
