id	basisOfRecord	occurrenceID	recordedBy	organismQuantity	organismQuantityType	occurrenceStatus	eventID	identifiedBy	taxonID	scientificName	kingdom	taxonRank	verbatimTaxonRank	scientificNameAuthorship
IV2013101415323200	HumanObservation	INBO:NICHE:00073889	Els De Bie	p1	londoScale	present	IV2013101415323200	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013101414201383	HumanObservation	INBO:NICHE:00073768	Els De Bie	r1	londoScale	present	IV2013101414201383	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013101413391108	HumanObservation	INBO:NICHE:00073728	Els De Bie	p1	londoScale	present	IV2013101413391108	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013100711482006	HumanObservation	INBO:NICHE:00072869	Els De Bie	r1	londoScale	present	IV2013100711482006	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013100709205638	HumanObservation	INBO:NICHE:00072705	Els De Bie	p1	londoScale	present	IV2013100709205638	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013100709482773	HumanObservation	INBO:NICHE:00072735	Els De Bie	a1	londoScale	present	IV2013100709482773	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013100710184653	HumanObservation	INBO:NICHE:00072760	Els De Bie	p1	londoScale	present	IV2013100710184653	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013100115534244	HumanObservation	INBO:NICHE:00072482	Els De Bie	a1	londoScale	present	IV2013100115534244	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013100116381959	HumanObservation	INBO:NICHE:00072533	Els De Bie	a1	londoScale	present	IV2013100116381959	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013100114551827	HumanObservation	INBO:NICHE:00072431	Els De Bie	r1	londoScale	present	IV2013100114551827	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013100115132552	HumanObservation	INBO:NICHE:00072456	Els De Bie	p1	londoScale	present	IV2013100115132552	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013100113405919	HumanObservation	INBO:NICHE:00072327	Els De Bie	p1	londoScale	present	IV2013100113405919	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013100111193434	HumanObservation	INBO:NICHE:00072259	Els De Bie	a1	londoScale	present	IV2013100111193434	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013100111422087	HumanObservation	INBO:NICHE:00072279	Els De Bie	r1	londoScale	present	IV2013100111422087	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013091016062841	HumanObservation	INBO:NICHE:00053002	Bart Vandevoorde	p1	londoScale	present	IV2013091016062841	Bart Vandevoorde	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013092611175681	HumanObservation	INBO:NICHE:00072069	Els De Bie	r1	londoScale	present	IV2013092611175681	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013091008531526	HumanObservation	INBO:NICHE:00052384	Els De Bie	p1	londoScale	present	IV2013091008531526	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013091015334417	HumanObservation	INBO:NICHE:00052950	Bart Vandevoorde	p1	londoScale	present	IV2013091015334417	Bart Vandevoorde	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013091013523934	HumanObservation	INBO:NICHE:00052749	Bart Vandevoorde	p1	londoScale	present	IV2013091013523934	Bart Vandevoorde	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013091009385608	HumanObservation	INBO:NICHE:00052487	Bart Vandevoorde	p1	londoScale	present	IV2013091009385608	Bart Vandevoorde	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013091014075378	HumanObservation	INBO:NICHE:00052782	Bart Vandevoorde	a1	londoScale	present	IV2013091014075378	Bart Vandevoorde	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013090313404368	HumanObservation	INBO:NICHE:00050462	Els De Bie	p1	londoScale	present	IV2013090313404368	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013090308420024	HumanObservation	INBO:NICHE:00050102	Els De Bie	a1	londoScale	present	IV2013090308420024	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013090309360490	HumanObservation	INBO:NICHE:00050188	Els De Bie	p1	londoScale	present	IV2013090309360490	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013090911570391	HumanObservation	INBO:NICHE:00051886	Els De Bie	p1	londoScale	present	IV2013090911570391	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013090911334347	HumanObservation	INBO:NICHE:00051846	Els De Bie	p1	londoScale	present	IV2013090911334347	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013090914002638	HumanObservation	INBO:NICHE:00051981	Els De Bie	a4	londoScale	present	IV2013090914002638	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013101709243730	HumanObservation	INBO:NICHE:00074510	Els De Bie	p1	londoScale	present	IV2013101709243730	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013101514180245	HumanObservation	INBO:NICHE:00074261	Els De Bie	p1	londoScale	present	IV2013101514180245	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013101515285654	HumanObservation	INBO:NICHE:00074331	Els De Bie	p1	londoScale	present	IV2013101515285654	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013101516073661	HumanObservation	INBO:NICHE:00074387	Els De Bie	a2	londoScale	present	IV2013101516073661	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013101515540402	HumanObservation	INBO:NICHE:00074364	Els De Bie	a4	londoScale	present	IV2013101515540402	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013101513264446	HumanObservation	INBO:NICHE:00074213	Els De Bie	p1	londoScale	present	IV2013101513264446	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013101511530212	HumanObservation	INBO:NICHE:00074179	Els De Bie	a1	londoScale	present	IV2013101511530212	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013101511215483	HumanObservation	INBO:NICHE:00074153	Els De Bie	p1	londoScale	present	IV2013101511215483	Els De Bie	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2014052714094752	HumanObservation	INBO:NICHE:00098230	Kris Rombouts	a1	londoScale	present	IV2014052714094752	Kris Rombouts	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2014052715061225	HumanObservation	INBO:NICHE:00098265	Kris Rombouts	r1	londoScale	present	IV2014052715061225	Kris Rombouts	INBSYS0000013917	Cardamine pratensis	Plantae	Species	Spp	L.
IV2013111411542748	HumanObservation	INBO:NICHE:00078162	Els De Bie	a2	londoScale	present	IV2013111411542748	Els De Bie	INBSYS0000013682	Carex	Plantae	Genus	Gen	
IV2013111409215471	HumanObservation	INBO:NICHE:00078046	Els De Bie	p2	londoScale	present	IV2013111409215471	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013100109563209	HumanObservation	INBO:NICHE:00072189	Els De Bie	m4	londoScale	present	IV2013100109563209	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013111214581114	HumanObservation	INBO:NICHE:00077819	Els De Bie	p2	londoScale	present	IV2013111214581114	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013111209521442	HumanObservation	INBO:NICHE:00077509	Els De Bie	p1	londoScale	present	IV2013111209521442	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013112514020611	HumanObservation	INBO:NICHE:00082427	Els De Bie	p2	londoScale	present	IV2013112514020611	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013112515023124	HumanObservation	INBO:NICHE:00082490	Els De Bie	2	londoScale	present	IV2013112515023124	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013112515112079	HumanObservation	INBO:NICHE:00082501	Els De Bie	6	londoScale	present	IV2013112515112079	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013112516200056	HumanObservation	INBO:NICHE:00082590	Els De Bie	p4	londoScale	present	IV2013112516200056	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013112515474481	HumanObservation	INBO:NICHE:00082541	Els De Bie	1-	londoScale	present	IV2013112515474481	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013112511230756	HumanObservation	INBO:NICHE:00082282	Els De Bie	4	londoScale	present	IV2013112511230756	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013111914264545	HumanObservation	INBO:NICHE:00081547	Els De Bie	3	londoScale	present	IV2013111914264545	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013111916233870	HumanObservation	INBO:NICHE:00081790	Els De Bie	4	londoScale	present	IV2013111916233870	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013112109383561	HumanObservation	INBO:NICHE:00081855	Els De Bie	5	londoScale	present	IV2013112109383561	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013111916351386	HumanObservation	INBO:NICHE:00081797	Els De Bie	9	londoScale	present	IV2013111916351386	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013112110085685	HumanObservation	INBO:NICHE:00081899	Els De Bie	p1	londoScale	present	IV2013112110085685	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102910281882	HumanObservation	INBO:NICHE:00076023	Els De Bie	9	londoScale	present	IV2013102910281882	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102816150907	HumanObservation	INBO:NICHE:00075914	Els De Bie	1-	londoScale	present	IV2013102816150907	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102909483689	HumanObservation	INBO:NICHE:00075992	Els De Bie	3	londoScale	present	IV2013102909483689	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102909052321	HumanObservation	INBO:NICHE:00075939	Els De Bie	9	londoScale	present	IV2013102909052321	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102909233512	HumanObservation	INBO:NICHE:00075960	Els De Bie	p4	londoScale	present	IV2013102909233512	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102813360788	HumanObservation	INBO:NICHE:00075761	Els De Bie	p1	londoScale	present	IV2013102813360788	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102811255763	HumanObservation	INBO:NICHE:00075692	Els De Bie	p1	londoScale	present	IV2013102811255763	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102809125865	HumanObservation	INBO:NICHE:00075602	Els De Bie	8	londoScale	present	IV2013102809125865	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102412131421	HumanObservation	INBO:NICHE:00075538	Els De Bie	7	londoScale	present	IV2013102412131421	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102211271942	HumanObservation	INBO:NICHE:00075172	Els De Bie	p2	londoScale	present	IV2013102211271942	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102410572754	HumanObservation	INBO:NICHE:00075471	Els De Bie	a2	londoScale	present	IV2013102410572754	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102411321605	HumanObservation	INBO:NICHE:00075492	Els De Bie	8	londoScale	present	IV2013102411321605	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102211130239	HumanObservation	INBO:NICHE:00075161	Els De Bie	p2	londoScale	present	IV2013102211130239	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013100110560333	HumanObservation	INBO:NICHE:00072239	Els De Bie	1+	londoScale	present	IV2013100110560333	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102114222136	HumanObservation	INBO:NICHE:00074871	Els De Bie	p1	londoScale	present	IV2013102114222136	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013111816475805	HumanObservation	INBO:NICHE:00081318	Els De Bie	a2	londoScale	present	IV2013111816475805	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013112110000564	HumanObservation	INBO:NICHE:00081879	Els De Bie	a2	londoScale	present	IV2013112110000564	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013111916472740	HumanObservation	INBO:NICHE:00081832	Els De Bie	p1	londoScale	present	IV2013111916472740	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013090210455479	HumanObservation	INBO:NICHE:00049347	Els De Bie	p1	londoScale	present	IV2013090210455479	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013082910203131	HumanObservation	INBO:NICHE:00049184	Els De Bie	9	londoScale	present	IV2013082910203131	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013082714514868	HumanObservation	INBO:NICHE:00048886	Els De Bie	7	londoScale	present	IV2013082714514868	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013082715212212	HumanObservation	INBO:NICHE:00048952	Els De Bie	6	londoScale	present	IV2013082715212212	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2014022009553058	HumanObservation	INBO:NICHE:00091069	De Bie Els	a4	londoScale	present	IV2014022009553058	De Bie Els	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102916082228	HumanObservation	INBO:NICHE:00076254	Els De Bie	p2	londoScale	present	IV2013102916082228	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013103109270355	HumanObservation	INBO:NICHE:00076352	Els De Bie	3	londoScale	present	IV2013103109270355	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013103110575536	HumanObservation	INBO:NICHE:00076413	Els De Bie	p1	londoScale	present	IV2013103110575536	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013102911514311	HumanObservation	INBO:NICHE:00076116	Els De Bie	6	londoScale	present	IV2013102911514311	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013103112040289	HumanObservation	INBO:NICHE:00076521	Els De Bie	5	londoScale	present	IV2013103112040289	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013110413421914	HumanObservation	INBO:NICHE:00076810	Els De Bie	3	londoScale	present	IV2013110413421914	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013101511530212	HumanObservation	INBO:NICHE:00074180	Els De Bie	p1	londoScale	present	IV2013101511530212	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013101513264446	HumanObservation	INBO:NICHE:00074214	Els De Bie	a2	londoScale	present	IV2013101513264446	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013101515285654	HumanObservation	INBO:NICHE:00074332	Els De Bie	p1	londoScale	present	IV2013101515285654	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013101709243730	HumanObservation	INBO:NICHE:00074511	Els De Bie	2	londoScale	present	IV2013101709243730	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013090914002638	HumanObservation	INBO:NICHE:00051982	Els De Bie	p1	londoScale	present	IV2013090914002638	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013090911334347	HumanObservation	INBO:NICHE:00051847	Els De Bie	a4	londoScale	present	IV2013090911334347	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013090911570391	HumanObservation	INBO:NICHE:00051887	Els De Bie	7	londoScale	present	IV2013090911570391	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013090314571415	HumanObservation	INBO:NICHE:00050502	Els De Bie	a2	londoScale	present	IV2013090314571415	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013090216340302	HumanObservation	INBO:NICHE:00049892	Els De Bie	10	londoScale	present	IV2013090216340302	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013090214535085	HumanObservation	INBO:NICHE:00049691	Els De Bie	8	londoScale	present	IV2013090214535085	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013090215593144	HumanObservation	INBO:NICHE:00049816	Els De Bie	2	londoScale	present	IV2013090215593144	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013090215262464	HumanObservation	INBO:NICHE:00049741	Els De Bie	2	londoScale	present	IV2013090215262464	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013090311033080	HumanObservation	INBO:NICHE:00050369	Els De Bie	a1	londoScale	present	IV2013090311033080	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013090311304826	HumanObservation	INBO:NICHE:00050391	Els De Bie	a4	londoScale	present	IV2013090311304826	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013091014075378	HumanObservation	INBO:NICHE:00052783	Bart Vandevoorde	a4	londoScale	present	IV2013091014075378	Bart Vandevoorde	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013091013523934	HumanObservation	INBO:NICHE:00052750	Bart Vandevoorde	p1	londoScale	present	IV2013091013523934	Bart Vandevoorde	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013100111193434	HumanObservation	INBO:NICHE:00072260	Els De Bie	8	londoScale	present	IV2013100111193434	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013100113575625	HumanObservation	INBO:NICHE:00072358	Els De Bie	a1	londoScale	present	IV2013100113575625	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013100116381959	HumanObservation	INBO:NICHE:00072534	Els De Bie	7	londoScale	present	IV2013100116381959	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013101412585717	HumanObservation	INBO:NICHE:00073692	Els De Bie	9	londoScale	present	IV2013101412585717	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013101415180239	HumanObservation	INBO:NICHE:00073861	Els De Bie	1-	londoScale	present	IV2013101415180239	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013101011031596	HumanObservation	INBO:NICHE:00073424	Wim Mertens	r1	londoScale	present	IV2013101011031596	Wim Mertens	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013101010161629	HumanObservation	INBO:NICHE:00073408	Wim Mertens	10	londoScale	present	IV2013101010161629	Wim Mertens	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013101009450362	HumanObservation	INBO:NICHE:00073392	Els De Bie	a4	londoScale	present	IV2013101009450362	Els De Bie	INBSYS0000013704	Carex acuta	Plantae	Species	Spp	L.
IV2013100713555002	HumanObservation	INBO:NICHE:00072926	Els De Bie	p2	londoScale	present	IV2013100713555002	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013101411291502	HumanObservation	INBO:NICHE:00073638	Els De Bie	4	londoScale	present	IV2013101411291502	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013101414561283	HumanObservation	INBO:NICHE:00073815	Els De Bie	2	londoScale	present	IV2013101414561283	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013101509070892	HumanObservation	INBO:NICHE:00073994	Els De Bie	8	londoScale	present	IV2013101509070892	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013100116381959	HumanObservation	INBO:NICHE:00072535	Els De Bie	a1	londoScale	present	IV2013100116381959	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013100115534244	HumanObservation	INBO:NICHE:00072483	Els De Bie	4	londoScale	present	IV2013100115534244	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013100116162900	HumanObservation	INBO:NICHE:00072512	Els De Bie	3	londoScale	present	IV2013100116162900	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013100115132552	HumanObservation	INBO:NICHE:00072457	Els De Bie	8	londoScale	present	IV2013100115132552	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013100114321222	HumanObservation	INBO:NICHE:00072400	Els De Bie	a2	londoScale	present	IV2013100114321222	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013100714374734	HumanObservation	INBO:NICHE:00072967	Els De Bie	p2	londoScale	present	IV2013100714374734	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013090916173322	HumanObservation	INBO:NICHE:00052201	Els De Bie	2	londoScale	present	IV2013090916173322	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013090313404368	HumanObservation	INBO:NICHE:00050463	Els De Bie	2	londoScale	present	IV2013090313404368	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013090313093249	HumanObservation	INBO:NICHE:00050415	Els De Bie	p1	londoScale	present	IV2013090313093249	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013090310233148	HumanObservation	INBO:NICHE:00050326	Els De Bie	a4	londoScale	present	IV2013090310233148	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013101709243730	HumanObservation	INBO:NICHE:00074512	Els De Bie	p1	londoScale	present	IV2013101709243730	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013110413581021	HumanObservation	INBO:NICHE:00076832	Els De Bie	p1	londoScale	present	IV2013110413581021	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013110414311566	HumanObservation	INBO:NICHE:00076869	Els De Bie	3	londoScale	present	IV2013110414311566	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013110409073757	HumanObservation	INBO:NICHE:00076563	Els De Bie	2	londoScale	present	IV2013110409073757	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013110410511638	HumanObservation	INBO:NICHE:00076664	Els De Bie	p1	londoScale	present	IV2013110410511638	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013102913365901	HumanObservation	INBO:NICHE:00076136	Els De Bie	p1	londoScale	present	IV2013102913365901	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013102913203391	HumanObservation	INBO:NICHE:00076127	Els De Bie	9	londoScale	present	IV2013102913203391	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013102914053082	HumanObservation	INBO:NICHE:00076145	Els De Bie	10	londoScale	present	IV2013102914053082	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013102914190666	HumanObservation	INBO:NICHE:00076151	Els De Bie	p4	londoScale	present	IV2013102914190666	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013102915503675	HumanObservation	INBO:NICHE:00076241	Els De Bie	9	londoScale	present	IV2013102915503675	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013102915302443	HumanObservation	INBO:NICHE:00076223	Els De Bie	9	londoScale	present	IV2013102915302443	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013102915042909	HumanObservation	INBO:NICHE:00076203	Els De Bie	3	londoScale	present	IV2013102915042909	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013102914314038	HumanObservation	INBO:NICHE:00076174	Els De Bie	5	londoScale	present	IV2013102914314038	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013102913280100	HumanObservation	INBO:NICHE:00076132	Els De Bie	9	londoScale	present	IV2013102913280100	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013102914523492	HumanObservation	INBO:NICHE:00090933	Els De Bie	4	londoScale	present	IV2013102914523492	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013102915583087	HumanObservation	INBO:NICHE:00076247	Els De Bie	8	londoScale	present	IV2013102915583087	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013111815071161	HumanObservation	INBO:NICHE:00080332	Jan Wouters	p1	londoScale	present	IV2013111815071161	Jan Wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013111814410435	HumanObservation	INBO:NICHE:00080251	Jan Wouters	7	londoScale	present	IV2013111814410435	Jan Wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013111814325092	HumanObservation	INBO:NICHE:00080214	Jan Wouters	1+	londoScale	present	IV2013111814325092	Jan Wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013111814250738	HumanObservation	INBO:NICHE:00080163	Jan Wouters	3	londoScale	present	IV2013111814250738	Jan Wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013111809534151	HumanObservation	INBO:NICHE:00079687	Jan Wouters	a2	londoScale	present	IV2013111809534151	Jan Wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013111809311668	HumanObservation	INBO:NICHE:00079512	Jan Wouters	4	londoScale	present	IV2013111809311668	Jan Wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013082714152313	HumanObservation	INBO:NICHE:00048808	Els De Bie	a2	londoScale	present	IV2013082714152313	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013082716532472	HumanObservation	INBO:NICHE:00049120	Els De Bie	4	londoScale	present	IV2013082716532472	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
