id	type	language	license	rightsHolder	accessRights	datasetID	datasetName	ownerInstitutionCode	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	eventDate	verbatimEventDate	locationID	continent	countryCode	stateProvince	county	municipality	verbatimLocality	locationAccordingTo	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters
IV2013100111193434	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100111193434	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-05-23	2002-05-23/2002-05-23	WETP001X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Bierbeek	Weterbeek	MILKLIM-Gebieden	170289.000	180193.000	Belgian Lambert 72	Belgium Datum 1972	50.84277	4.79616	WGS84	30
IV2013100111422087	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100111422087	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-05-23	2002-05-23/2002-05-23	HARP012X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Rillaar	Harlekijnwei-Demervallei	MILKLIM-Gebieden	186586.191	186191.766	Belgian Lambert 72	Belgium Datum 1972	50.98892	4.88293	WGS84	30
IV2013100112011864	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100112011864	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-05-23	2002-05-23/2002-05-23	HARP014X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Rillaar	Harlekijnwei-Demervallei	MILKLIM-Gebieden	186601.843	186190.851	Belgian Lambert 72	Belgium Datum 1972	50.98906	4.88292	WGS84	30
IV2013100113405919	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100113405919	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-05-23	2002-05-23/2002-05-23	MOTP001X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Tielt	Twee Motten	MILKLIM-Gebieden	182317.000	187062.000	Belgian Lambert 72	Belgium Datum 1972	50.95049	4.89489	WGS84	30
IV2013100113575625	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100113575625	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-05-23	2002-05-23/2002-05-23	MOTP003X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Tielt	Twee Motten	MILKLIM-Gebieden	182354.000	187030.000	Belgian Lambert 72	Belgium Datum 1972	50.95083	4.89444	WGS84	30
IV2013100114182702	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100114182702	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-05-23	2002-05-23/2002-05-23	HORP001X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Nieuwrode	Horst	MILKLIM-Gebieden	180490.000	182960.000	Belgian Lambert 72	Belgium Datum 1972	50.93432	4.83635	WGS84	30
IV2013100114321222	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100114321222	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-05-23	2002-05-23/2002-05-23	DUNP002X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Kortrijk-Dutsel	Dunbergbroek	MILKLIM-Gebieden	180319.501	178497.442	Belgian Lambert 72	Belgium Datum 1972	50.93302	4.77286	WGS84	30
IV2013100114551827	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100114551827	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-05-23	2002-05-23/2002-05-23	DUNP003X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Kortrijk-Dutsel	Dunbergbroek	MILKLIM-Gebieden	180328.720	178516.345	Belgian Lambert 72	Belgium Datum 1972	50.93310	4.77313	WGS84	30
IV2013100115132552	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100115132552	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-05-23	2002-05-23/2002-05-23	DUNP004X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Kortrijk-Dutsel	Dunbergbroek	MILKLIM-Gebieden	180340.181	178548.381	Belgian Lambert 72	Belgium Datum 1972	50.93320	4.77359	WGS84	30
IV2013100115534244	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100115534244	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-05-22	2002-05-22/2002-05-22	SILP001X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Erps-Kwerps	Silsom	MILKLIM-Gebieden	178441.000	164454.000	Belgian Lambert 72	Belgium Datum 1972	50.91665	4.57302	WGS84	30
IV2013100116162900	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100116162900	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-05-22	2002-05-22/2002-05-22	SILP002X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Erps-Kwerps	Silsom	MILKLIM-Gebieden	178370.000	164585.000	Belgian Lambert 72	Belgium Datum 1972	50.91601	4.57488	WGS84	30
IV2013100116381959	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100116381959	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-05-22	2002-05-22/2002-05-22	SILP003X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Erps-Kwerps	Silsom	MILKLIM-Gebieden	178227.722	164652.208	Belgian Lambert 72	Belgium Datum 1972	50.91473	4.57583	WGS84	30
IV2013100308593004	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100308593004	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-05-22	2002-05-22/2002-05-22	SILP004X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Erps-Kwerps	Silsom	MILKLIM-Gebieden	178230.000	164780.000	Belgian Lambert 72	Belgium Datum 1972	50.91475	4.57765	WGS84	30
IV2013100309415913	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100309415913	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-05-22	2002-05-22/2002-05-22	SILP005X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Erps-Kwerps	Silsom	MILKLIM-Gebieden	178160.000	164955.000	Belgian Lambert 72	Belgium Datum 1972	50.91411	4.58013	WGS84	30
IV2013100310221822	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100310221822	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-18	2002-06-18/2002-06-18		Europe	BE				Bospolder	MILKLIM-Gebieden			Belgian Lambert 72	Belgium Datum 1972			WGS84	30
IV2013100310311206	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100310311206	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-18	2002-06-18/2002-06-18	BPEP013X	Europe	BE	Vlaams Gewest	Antwerpen	Albertdok	Bospolder	MILKLIM-Gebieden	218693.397	151286.958	Belgian Lambert 72	Belgium Datum 1972	51.27864	4.38593	WGS84	30
IV2013100310550242	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100310550242	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-06-18	2002-06-18/2002-06-18	BPEP002X	Europe	BE	Vlaams Gewest	Antwerpen	Albertdok	Bospolder	MILKLIM-Gebieden	219102.891	151605.517	Belgian Lambert 72	Belgium Datum 1972	51.28232	4.39050	WGS84	30
IV2013100311112093	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100311112093	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-06-18	2002-06-18/2002-06-18	BPEP004X	Europe	BE	Vlaams Gewest	Antwerpen	Albertdok	Bospolder	MILKLIM-Gebieden	218976.094	151899.675	Belgian Lambert 72	Belgium Datum 1972	51.28118	4.39471	WGS84	30
IV2013100311284287	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100311284287	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-18	2002-06-18/2002-06-18	BPEP007X	Europe	BE	Vlaams Gewest	Antwerpen	Albertdok	Bospolder	MILKLIM-Gebieden	219069.428	152346.221	Belgian Lambert 72	Belgium Datum 1972	51.28202	4.40111	WGS84	30
IV2013100311385184	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100311385184	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-18	2002-06-18/2002-06-18	-9	Europe	BE				Bospolder	MILKLIM-Gebieden			Belgian Lambert 72	Belgium Datum 1972			WGS84	30
IV2013100311480039	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100311480039	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-18	2002-06-18/2002-06-18	BPEP009X	Europe	BE	Vlaams Gewest	Antwerpen	Albertdok	Bospolder	MILKLIM-Gebieden	218688.091	152254.467	Belgian Lambert 72	Belgium Datum 1972	51.27859	4.39979	WGS84	30
IV2013100709205638	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100709205638	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-19	2002-06-19/2002-06-19	LEIP001X	Europe	BE	Vlaams Gewest	West-Vlaanderen	Oostkamp	De Leiemeersen	MILKLIM-Gebieden	205593.615	72946.220	Belgian Lambert 72	Belgium Datum 1972	51.15576	3.26614	WGS84	30
IV2013100709482773	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100709482773	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-19	2002-06-19/2002-06-19	LEIP002X	Europe	BE	Vlaams Gewest	West-Vlaanderen	Oostkamp	De Leiemeersen	MILKLIM-Gebieden	205561.943	72904.664	Belgian Lambert 72	Belgium Datum 1972	51.15547	3.26555	WGS84	30
IV2013100710184653	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100710184653	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-19	2002-06-19/2002-06-19	LEIP009X	Europe	BE	Vlaams Gewest	West-Vlaanderen	Oostkamp	De Leiemeersen	MILKLIM-Gebieden	205651.000	72903.000	Belgian Lambert 72	Belgium Datum 1972	51.15627	3.26551	WGS84	30
IV2013100710313026	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100710313026	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-19	2002-06-19/2002-06-19	LEIP007X	Europe	BE	Vlaams Gewest	West-Vlaanderen	Oostkamp	De Leiemeersen	MILKLIM-Gebieden	205663.112	72850.260	Belgian Lambert 72	Belgium Datum 1972	51.15637	3.26475	WGS84	30
IV2013100710465723	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100710465723	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-19	2002-06-19/2002-06-19	LEIP003X	Europe	BE	Vlaams Gewest	West-Vlaanderen	Oostkamp	De Leiemeersen	MILKLIM-Gebieden	205524.000	73031.000	Belgian Lambert 72	Belgium Datum 1972	51.15515	3.26736	WGS84	30
IV2013100711082331	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100711082331	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-27	2002-06-27/2002-06-27	KOLP003X	Europe	BE	Vlaams Gewest	Limburg	Zonhoven	Kolveren	MILKLIM-Gebieden	189167.347	220010.529	Belgian Lambert 72	Belgium Datum 1972	51.00903	5.36502	WGS84	30
IV2013100711190067	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100711190067	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-27	2002-06-27/2002-06-27	KOLP002X	Europe	BE	Vlaams Gewest	Limburg	Zonhoven	Kolveren	MILKLIM-Gebieden	189333.856	219676.656	Belgian Lambert 72	Belgium Datum 1972	51.01056	5.36030	WGS84	30
IV2013100711345848	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100711345848	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-27	2002-06-27/2002-06-27	KOLP001X	Europe	BE	Vlaams Gewest	Limburg	Zonhoven	Kolveren	MILKLIM-Gebieden	189383.891	219115.215	Belgian Lambert 72	Belgium Datum 1972	51.01108	5.35231	WGS84	30
IV2013100711482006	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100711482006	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-27	2002-06-27/2002-06-27	LAAP003X	Europe	BE	Vlaams Gewest	Limburg	Zolder	Laambroeken	MILKLIM-Gebieden	190066.534	218524.566	Belgian Lambert 72	Belgium Datum 1972	51.01728	5.34402	WGS84	30
IV2013100713291830	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100713291830	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-11	2002-06-11/2002-06-11	SEGP002X	Europe	BE	Vlaams Gewest	Antwerpen	Turnhout	Frans Segers reservaat	MILKLIM-Gebieden	220908.848	188308.641	Belgian Lambert 72	Belgium Datum 1972	51.29728	4.91669	WGS84	30
IV2013100713401178	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100713401178	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-12	2002-06-12/2002-06-12	PABP003X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Webbekom	Papenbroek	MILKLIM-Gebieden	183334.775	196525.570	Belgian Lambert 72	Belgium Datum 1972	50.95896	5.02968	WGS84	30
IV2013100713555002	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100713555002	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-12	2002-06-12/2002-06-12	PABP004X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Webbekom	Papenbroek	MILKLIM-Gebieden	183351.000	196477.000	Belgian Lambert 72	Belgium Datum 1972	50.95911	5.02899	WGS84	30
IV2013100714191932	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100714191932	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-12	2002-06-12/2002-06-12	PABP001X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Webbekom	Papenbroek	MILKLIM-Gebieden	183250.165	196366.112	Belgian Lambert 72	Belgium Datum 1972	50.95821	5.02740	WGS84	30
IV2013100714374734	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100714374734	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-12	2002-06-12/2002-06-12	PABP008X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Webbekom	Papenbroek	MILKLIM-Gebieden	183247.793	196362.121	Belgian Lambert 72	Belgium Datum 1972	50.95819	5.02735	WGS84	30
IV2013100714592958	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100714592958	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-13	2002-06-13/2002-06-13	PABP007X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Webbekom	Papenbroek	MILKLIM-Gebieden	183293.000	196343.000	Belgian Lambert 72	Belgium Datum 1972	50.95860	5.02708	WGS84	30
IV2013100815340256	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100815340256	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-05-28	2002-05-28/2002-05-28	LIEP005X	Europe	BE	Vlaams Gewest	Antwerpen	Oud-Turnhout	Liereman	MILKLIM-Gebieden	224914.000	194041.000	Belgian Lambert 72	Belgium Datum 1972	51.33287	4.99936	WGS84	30
IV2013100815471430	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100815471430	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-05-28	2002-05-28/2002-05-28		Europe	BE				Liereman	MILKLIM-Gebieden			Belgian Lambert 72	Belgium Datum 1972			WGS84	30
IV2013100816001122	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100816001122	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-05-28	2002-05-28/2002-05-28	LIEP009X	Europe	BE	Vlaams Gewest	Antwerpen	Oud-Turnhout	Liereman	MILKLIM-Gebieden	225198.000	194808.000	Belgian Lambert 72	Belgium Datum 1972	51.33536	5.01040	WGS84	30
IV2013100816362343	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100816362343	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-05-28	2002-05-28/2002-05-28	LIEP010X	Europe	BE	Vlaams Gewest	Antwerpen	Oud-Turnhout	Liereman	MILKLIM-Gebieden	225343.400	194775.500	Belgian Lambert 72	Belgium Datum 1972	51.33667	5.00995	WGS84	30
IV2013100816493444	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013100816493444	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-05-28	2002-05-28/2002-05-28	LIEP011X	Europe	BE	Vlaams Gewest	Antwerpen	Oud-Turnhout	Liereman	MILKLIM-Gebieden	225454.000	194771.000	Belgian Lambert 72	Belgium Datum 1972	51.33767	5.00990	WGS84	30
IV2013101009010743	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013101009010743	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-05-28	2002-05-28/2002-05-28	LIEP013X	Europe	BE	Vlaams Gewest	Antwerpen	Oud-Turnhout	Liereman	MILKLIM-Gebieden	225466.000	194787.000	Belgian Lambert 72	Belgium Datum 1972	51.33777	5.01013	WGS84	30
IV2013101009450362	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013101009450362	IV2013082611560832	vegetationPlot- LONDO	25.0	m²	2002-07-19	2002-07-19/2002-07-19	VIEP102X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Averbode	Vierkensbroek-Demervallei	MILKLIM-Gebieden	189310.490	192298.100	Belgian Lambert 72	Belgium Datum 1972	51.01300	4.97021	WGS84	30
IV2013101009564221	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013101009564221	IV2013082611560832	vegetationPlot- LONDO	25.0	m²	2002-07-19	2002-07-19/2002-07-19	VIEP105X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Zichem	Vierkensbroek-Demervallei	MILKLIM-Gebieden	188817.480	192266.730	Belgian Lambert 72	Belgium Datum 1972	51.00857	4.96970	WGS84	30
IV2013101010054825	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013101010054825	IV2013082611560832	vegetationPlot- LONDO	25.0	m²	2002-07-19	2002-07-19/2002-07-19	VIEP151X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Zichem	Vierkensbroek-Demervallei	MILKLIM-Gebieden	188744.010	192279.580	Belgian Lambert 72	Belgium Datum 1972	51.00790	4.96988	WGS84	30
IV2013101010161629	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013101010161629	IV2013082611560832	vegetationPlot- LONDO	25.0	m²	2002-07-19	2002-07-19/2002-07-19	VIEP104X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Zichem	Vierkensbroek-Demervallei	MILKLIM-Gebieden	188970.550	192297.150	Belgian Lambert 72	Belgium Datum 1972	51.00994	4.97015	WGS84	30
IV2013101010453454	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013101010453454	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-07-23	2002-07-23/2002-07-23	VIEP106X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Zichem	Vierkensbroek-Demervallei	MILKLIM-Gebieden	188686.150	192282.070	Belgian Lambert 72	Belgium Datum 1972	51.00738	4.96991	WGS84	30
IV2013101010542592	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013101010542592	IV2013082611560832	vegetationPlot- LONDO	25.0	m²	2002-07-23	2002-07-23/2002-07-23	VIEP173X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Zichem	Vierkensbroek-Demervallei	MILKLIM-Gebieden	188703.420	192713.770	Belgian Lambert 72	Belgium Datum 1972	51.00751	4.97606	WGS84	30
IV2013101011031596	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013101011031596	IV2013082611560832	vegetationPlot- LONDO	25.0	m²	2002-07-23	2002-07-23/2002-07-23	VIEP107X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Zichem	Vierkensbroek-Demervallei	MILKLIM-Gebieden	188526.282	192278.579	Belgian Lambert 72	Belgium Datum 1972	51.00595	4.96984	WGS84	30
IV2013101011135066	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013101011135066	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2004-06-28	2004-06-28/2004-06-28	TVGP041X	Europe	BE	Vlaams Gewest	Antwerpen	Turnhout	Turnhouts Vennengebied	MILKLIM-Gebieden	227737.000	188804.000	Belgian Lambert 72	Belgium Datum 1972	51.35862	4.92453	WGS84	30
